Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
4805920635,"Feb 18, 2021, 8:14:13 AM",Excursión de mañana,Hike,,8786,12.04,,,true,,,activities/4805920635.gpx,,,8786.0,7212.0,12045.1,7.7,1.67,832.6,831.4,21.7,620.8,50.0,0.0,,,,,,,,,873.0,,,,,,,,,8.0,,,,,0.0,310.0,1.0,,1.0,,1613635200.0,2.0,7.8,7.8,5.5,0.85,1020.3,1.1,1.1,323.0,0.0,1613630976.0,1613670144.0,0.22,,,0.0,,0.8,16093.0,0.0,325.6,,,,,,,,,,,,,,,,,,,,,,,media/36D1BD10-1C1F-4342-8FE6-3232A0C42671.jpg|media/1E8DD835-AF30-4ECA-B1E8-C6609BF3F2CD.jpg|media/9E73A362-441B-4BF9-A589-C732D56E3E22.jpg|media/A3984960-6107-4B60-B3A8-3B6D939CA39A.jpg
4847035861,"Feb 25, 2021, 12:00:29 PM",Actividad de tarde,Elliptical,,3039,0,,,false,,,activities/4847035861.gpx,,,3039.0,3039.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4863676352,"Feb 28, 2021, 8:57:53 AM",Excursión de mañana,Hike,,4863,8.07,,,true,,,activities/4863676352.gpx,,,4863.0,4001.0,8072.4,8.6,2.018,369.7,383.7,7.5,172.8,49.1,-0.2,,,,,,,,,585.0,,,,,,,,,,,,,,,,1.0,,1.0,,1614499200.0,2.0,10.6,10.6,9.0,0.9,1024.6,1.1,2.5,53.0,0.1,1614494208.0,1614534784.0,0.56,,,0.1,5.0,0.86,16093.0,0.0,302.5,,,,,,,,,,,,,,,,,,,,,,,""
4898184037,"Mar 6, 2021, 7:59:00 AM",Carrera de mañana,Run,,6053,10.01,,,false,,,activities/4898184037.gpx,,,6053.0,4909.0,10015.9,11.4,2.04,568.5,572.6,11.7,483.8,49.6,0.0,,,,,,,,,998.0,,,,,,,,,,,,,,,,0.0,,1.0,13769.7,1615014016.0,2.0,10.5,10.5,10.3,0.99,1021.1,1.7,1.8,333.0,0.0,1615011968.0,1615053568.0,0.78,,,0.04,5.0,0.81,16093.0,0.0,343.9,,,,,,,,,,,,,,,,,,,,,,,media/50C672C3-D3EC-468A-A5A8-51CFA8A43A63.jpg|media/D365BDE4-3805-466F-85BE-2B8EB64B12EA.jpg
4918400264,"Mar 9, 2021, 3:13:13 PM","Probando rodilla 🙈,a ritmo de  🐢 ",Run,,1587,5.01,,,false,,,activities/4918400264.gpx,,,1587.0,1498.0,5010.8,5.1,3.345,0.0,0.0,7.8,8.8,1.5,0.0,,,,,,,,,363.0,,,,,,,,,,,,,,,,0.0,,1.0,5012.3,1615302016.0,1.0,14.3,14.3,10.9,0.8,1017.3,4.4,4.9,121.0,0.0,1615271040.0,1615313024.0,0.88,,,0.0,,0.18,16093.0,2.0,360.2,,,,,,,,,,,,,,,,,,,,,,,media/26698B64-6BFD-4582-83E4-5ABE7CE2AEC4.jpg
4922995916,"Mar 10, 2021, 7:55:03 AM",Morning Ride,Ride,,13276,62.60,,,false,,,activities/4922995916.gpx,,,13276.0,10394.0,62603.3,12.9,6.023,475.8,475.4,-0.3,342.8,9.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1615359616.0,1.0,8.8,7.7,8.6,0.99,1022.7,2.0,2.0,250.0,0.0,1615357312.0,1615399424.0,0.91,,,0.0,,0.18,16093.0,0.0,363.5,,,,,,,,,,,,,,,,,,,,,,,""
4943901575,"Mar 14, 2021, 8:25:29 AM",Carrera de mañana,Run,,6439,10.50,,,false,,,activities/4943901575.gpx,,,6439.0,5470.0,10505.7,8.6,1.921,699.4,692.1,10.5,619.3,50.0,0.1,,,,,,,,,1066.0,,,,,,,,,,,,,,,,0.0,,1.0,14711.1,1615708800.0,1.0,12.1,12.1,3.0,0.54,1023.3,3.3,3.6,280.0,0.0,1615702528.0,1615745280.0,0.04,,,0.0,,0.0,16093.0,1.0,348.3,,,,,,,,,,,,,,,,,,,,,,,""
4960314699,"Mar 17, 2021, 6:49:01 AM",Carrera de mañana,Run,,3892,7.22,,,true,,,activities/4960314699.gpx,,,3892.0,3165.0,7220.0,10.5,2.281,334.1,332.5,9.2,171.6,47.0,0.0,,,,,,,,,687.0,,,,,,,,,,,,,,,,1.0,,1.0,9478.8,1615960832.0,1.0,7.8,6.7,5.1,0.83,1024.4,2.0,2.1,273.0,0.0,1615961344.0,1616004608.0,0.14,,,0.0,,0.06,16093.0,0.0,337.0,,,,,,,,,,,,,,,,,,,,,,,media/17F7B587-E744-4BF8-8A2F-99C089BF1207.jpg|media/71ACBFFA-EA30-4751-9CC6-D93E4B82CA3A.jpg|media/4A00E4DD-98D9-4E8C-8EE9-6AF7D6B010D2.jpg
4995299854,"Mar 23, 2021, 8:02:25 AM",Morning Ride,Ride,,12121,58.52,,,false,,,activities/4995299854.gpx,,,12121.0,8896.0,58520.3,15.2,6.578,491.2,495.8,-0.3,274.1,10.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1616486400.0,1.0,11.1,11.1,4.2,0.63,1021.6,2.1,2.2,273.0,0.0,1616479232.0,1616523392.0,0.32,,,0.0,,0.0,16093.0,1.0,365.4,,,,,,,,,,,,,,,,,,,,,,,""
5006998601,"Mar 25, 2021, 8:37:27 AM",Carrera de mañana,Run,,8052,5.67,,,true,,,activities/5006998601.gpx,,,8052.0,3347.0,5677.6,6.4,1.696,667.1,644.9,21.2,550.0,50.0,0.4,,,,,,,,,566.0,,,,,,,,,,,,,,,,1.0,,1.0,7803.4,1616659200.0,1.0,12.7,12.7,9.1,0.79,1023.8,0.9,0.9,349.0,0.0,1616651904.0,1616696320.0,0.39,,,0.0,,0.21,16093.0,1.0,310.3,,,,,,,,,,,,,,,,,,,,,,,""
