ID de actividad,Fecha de la actividad,Nombre de la actividad,Tipo de actividad,Descripción de la actividad,Tiempo transcurrido,Distancia,Ritmo cardiaco máximo,Esfuerzo Relativo,Desplazamiento,Nota privada de actividad,Equipamiento de la actividad,Nombre del archivo,Peso del deportista,Peso de la bicicleta,Tiempo transcurrido,Tiempo en movimiento,Distancia,Velocidad máxima,Velocidad promedio,Desnivel positivo,Desnivel negativo,Desnivel bajo,Desnivel alto,Pendiente máxima,Pendiente promedio,Pendiente positiva promedio,Pendiente negativa promedio,Cadencia máx.,Cadencia promedio,Ritmo cardiaco máximo,Ritmo cardiaco promedio,Vatios máx.,Vatios promedio,Calorías,Temperatura máx.,Temperatura promedio,Esfuerzo Relativo,Trabajo total,Número de carreras,Tiempo en ascenso,Tiempo en descenso,Otro tiempo,Esfuerzo Percibido,Tipo,Hora de inicio,Potencia promedio ponderada,Recuento de potencia,Usar Esfuerzo Percibido,Esfuerzo Relativo percibido,Desplazamiento,Peso total levantado,Desde la carga,Distancia ajustada en pendientes,Hora de observación meteorológica,Condición meteorológica,Temperatura meteorológica,Temperatura aparente,Punto de rocío,Humedad,Presión meteorológica,Velocidad del viento,Ráfaga de viento,Dirección del viento,Intensidad de precipitación,Hora del amanecer,Hora del atardecer,Fase lunar,Bicicleta,Equipamiento,Probabilidad de precipitación,Tipo de precipitación,Nubosidad,Visibilidad meteorológica,Índice UV,Ozono meteorológico,Recuento de saltos,Grit total,Flow promedio,Denunciado,Velocidad promedio durante el tiempo transcurrido,Distancia en tierra,Distancia recientemente explorada,Distancia en rampas de tierra recientemente explorada,Recuento de actividades,Total de pasos,Ahorro en carbono,Largo de la piscina,Carga de entrenamiento,Intensidad,Ritmo ajustado en pendientes promedio,Tiempo cronometrado,Ciclos en total,Recuperación,Con mascota,Competición,Carrera de larga distancia,Por una causa,Multimedia
2345017565,"5 may 2019, 7:01:29",Carrera de mañana,Carrera,,10801,"20,67",179.0,564,false,,,activities/2494905478.fit.gz,51.0,,,10619.0,20669.4,8.6,,1202.0,1208.0,6.8,621.4,50.0,0.0,,,124.0,81.0,179.0,163.0,,,1935.0,,26.0,564.0,,,,,,,,,,,,,,,,28134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,16622.2,,,,,,,,,,,,,,,,,""
2364835789,"13 may 2019, 14:27:51",Ciclismo por la tarde,Bicicleta,,4956,"22,77",156.0,20,false,,,activities/2515514673.fit.gz,51.0,,,4914.0,22773.7,6.4,,21.0,12.0,-42.6,-26.2,13.2,0.1,,,,,156.0,107.0,,,376.0,,27.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.1,,,,,,,,,,,,,,,,,""
2364836505,"8 may 2019, 16:09:54",Carrera de noche,Carrera,,3862,"6,38",163.0,95,false,,,activities/2515511864.fit.gz,51.0,,,3851.0,6385.4,3.5,,380.0,376.0,8.0,160.8,49.1,0.0,,,117.0,77.0,163.0,144.0,,,588.0,,28.0,95.0,,,,,,,,,,,,,,,,8885.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.7,,,,,,,,,,,,,,,,,""
2364837716,"13 may 2019, 16:58:58",Carrera de noche,Carrera,,2850,"9,00",169.0,79,false,,,activities/2515516648.fit.gz,51.0,,,2850.0,9005.0,6.7,,81.0,81.0,-38.8,0.6,7.3,0.0,,,98.0,91.0,169.0,146.0,,,460.0,,27.0,79.0,,,,,,,,,,,,,,,,9117.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7519.4,,,,,,,,,,,,,,,,,""
2370236108,"15 may 2019, 15:56:33",Carrera de tarde,Carrera,,5828,"12,71",164.0,83,false,,,activities/2521074218.fit.gz,51.0,,,5230.0,12716.7,4.2,,342.0,352.0,-2.8,295.0,35.7,-0.1,,,113.0,86.0,164.0,137.0,,,688.0,,23.0,83.0,,,,,,,,,,,,,,,,14224.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,10590.6,,,,,,,,,,,,,,,,,""
2373178683,"16 may 2019, 16:16:52",Carrera de noche,Carrera,,4888,"6,51",149.0,22,false,,,activities/2524106712.fit.gz,51.0,,,4570.0,6513.3,5.1,,394.0,387.0,19.8,182.0,43.4,0.1,,,122.0,72.0,149.0,121.0,,,454.0,,25.0,22.0,,,,,,,,,,,,,,,,9122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3771.4,,,,,,,,,,,,,,,,,""
2379156534,"19 may 2019, 6:03:05",Carrera de mañana,Carrera,,8800,"14,92",161.0,82,false,,,activities/2530296535.fit.gz,51.0,,,7819.0,14927.5,5.4,,715.0,737.0,18.2,454.6,49.5,0.0,,,105.0,80.0,161.0,131.0,,,829.0,,19.0,82.0,,,,,,,,,,,,,,,,18750.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,14493.7,,,,,,,,,,,,,,,,,""
2385672113,"21 may 2019, 15:57:11",Carrera de tarde,Carrera,,3752,"10,18",165.0,75,false,,,activities/2537017243.fit.gz,51.0,,,3406.0,10185.6,4.3,,5.0,17.0,-8.0,8.2,16.7,-0.1,,,98.0,90.0,165.0,141.0,,,509.0,,23.0,75.0,,,,,,,,,,,,,,,,10195.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2473.5,,,,,,,,,,,,,,,,,""
2388741019,"22 may 2019, 17:30:59",Carrera de noche,Carrera,,2978,"8,75",149.0,46,false,,,activities/2540161484.fit.gz,51.0,,,2978.0,8754.7,3.7,,76.0,78.0,0.2,33.8,9.1,0.0,,,93.0,90.0,149.0,136.0,,,418.0,,26.0,46.0,,,,,,,,,,,,,,,,8849.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,8291.5,,,,,,,,,,,,,,,,,""
2393809687,"24 may 2019, 16:09:37",Carrera de noche,Carrera,,4198,"11,84",180.0,96,false,,,activities/2545377956.fit.gz,51.0,,,4198.0,11845.3,5.2,,192.0,192.0,1.4,142.0,28.2,0.0,,,98.0,89.0,180.0,143.0,,,620.0,,22.0,96.0,,,,,,,,,,,,,,,,12420.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9524.4,,,,,,,,,,,,,,,,,""
2398322155,"26 may 2019, 6:03:17",Carrera de mañana,Carrera,,16082,"22,54",157.0,152,false,,,activities/2550060413.fit.gz,51.0,,,15691.0,22546.0,9.8,,1330.0,1308.0,19.8,624.0,49.5,0.0,,,119.0,72.0,157.0,130.0,,,1475.0,,26.0,152.0,,,,,,,,,,,,,,,,30960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15033.3,,,,,,,,,,,,,,,,,""
2404395971,"28 may 2019, 16:14:06",Carrera de noche,Carrera,,4778,"14,07",145.0,88,false,,,activities/2556365891.fit.gz,51.0,,,4778.0,14074.5,3.7,,12.0,21.0,-3.8,6.4,9.4,0.0,,,93.0,90.0,145.0,138.0,,,654.0,,25.0,88.0,,,,,,,,,,,,,,,,14115.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3379.8,,,,,,,,,,,,,,,,,""
2407082555,"29 may 2019, 17:09:11",Carrera de noche,Carrera,,3759,"6,49",152.0,52,false,,,activities/2559132752.fit.gz,51.0,,,3752.0,6495.9,4.1,,388.0,384.0,8.2,162.4,46.8,0.0,,,117.0,77.0,152.0,135.0,,,489.0,,24.0,52.0,,,,,,,,,,,,,,,,9030.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734.6,,,,,,,,,,,,,,,,,""
2418192444,"2 jun 2019, 6:59:54",Carrera de mañana,Carrera,,14347,"29,08",174.0,469,false,,,activities/2570657774.fit.gz,51.0,,,14020.0,29080.0,5.7,,1336.0,1318.0,668.8,1238.4,49.2,0.1,,,124.0,79.0,174.0,151.0,,,2020.0,,28.0,469.0,,,,,,,,,,,,,,,,36280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9910.8,,,,,,,,,,,,,,,,,""
2423483610,"4 jun 2019, 17:03:02",Carrera de noche,Carrera,,3686,"6,52",166.0,73,false,,,activities/2576121139.fit.gz,51.0,,,3661.0,6520.2,6.2,,375.0,376.0,17.6,172.2,45.1,0.0,,,119.0,79.0,166.0,140.0,,,529.0,,27.0,73.0,,,,,,,,,,,,,,,,9034.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3763.3,,,,,,,,,,,,,,,,,""
2438248873,"9 jun 2019, 6:01:53",Carrera de mañana,Carrera,,6639,"15,82",169.0,182,false,,,activities/2591413974.fit.gz,51.0,,,6559.0,15828.2,5.9,,500.0,496.0,1.8,228.0,49.0,0.0,,,124.0,85.0,169.0,147.0,,,937.0,,23.0,182.0,,,,,,,,,,,,,,,,18444.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,10304.3,,,,,,,,,,,,,,,,,""
2439562521,"10 jun 2019, 16:54:20",Carrera de noche,Carrera,,552,"1,71",164.0,10,false,,,activities/2592777162.fit.gz,51.0,,,552.0,1717.0,4.7,,4.0,5.0,-5.6,0.2,11.1,0.0,,,97.0,91.0,164.0,140.0,,,79.0,,25.0,10.0,,,,,,,,,,,,,,,,1726.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.5,,,,,,,,,,,,,,,,,""
2450145817,"14 jun 2019, 17:14:48",Ciclismo al anochecer,Bicicleta,,6491,"30,70",144.0,21,false,,,activities/2603682943.fit.gz,51.0,,,6472.0,30705.3,9.3,,126.0,132.0,-6.4,22.8,11.3,0.0,,,,,144.0,105.0,,,432.0,,28.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12614.0,,,,,,,,,,,,,,,,,""
2454813758,"16 jun 2019, 6:29:24",Carrera de mañana,Carrera,,5761,"12,43",172.0,159,false,,,activities/2608538015.fit.gz,51.0,,,5583.0,12429.7,3.8,,455.0,465.0,-5.2,218.2,47.1,0.0,,,97.0,82.0,172.0,148.0,,,810.0,,24.0,159.0,,,,,,,,,,,,,,,,14908.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,7601.5,,,,,,,,,,,,,,,,,""
2465120121,"20 jun 2019, 7:46:28",Carrera de mañana,Carrera,,5295,"13,09",166.0,121,false,,,activities/2619177235.fit.gz,51.0,,,5223.0,13096.8,3.7,,348.0,339.0,1.0,295.0,35.9,0.0,,,122.0,87.0,166.0,143.0,,,734.0,,27.0,121.0,,,,,,,,,,,,,,,,14586.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,10647.8,,,,,,,,,,,,,,,,,""
2474846194,"23 jun 2019, 6:06:36",Carrera de mañana,Carrera,,5770,"10,66",171.0,123,false,,,activities/2629284551.fit.gz,51.0,,5770.0,4875.0,10663.3,4.5,,355.0,357.0,8.8,229.6,48.8,0.0,,,94.0,82.0,171.0,142.0,,,699.0,,26.0,123.0,,,,,,,,,,,,,,,,12514.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5670.3,,,,,,,,,,,,,,,,,""
2487833046,"25 jun 2019, 16:37:33",Carrera de noche,Carrera,,4886,"12,81",171.0,110,false,,,activities/2642651579.fit.gz,51.0,,4886.0,4579.0,12818.9,5.8,,114.0,115.0,6.2,41.2,29.2,0.0,,,94.0,88.0,171.0,143.0,,,688.0,,29.0,110.0,,,,,,,,,,,,,,,,13260.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275.5,,,,,,,,,,,,,,,,,""
2487835526,"28 jun 2019, 16:30:18",Carrera de noche,Carrera,,5455,"10,25",176.0,137,false,,,activities/2642654081.fit.gz,51.0,,5455.0,4822.0,10256.7,7.6,,352.0,346.0,-4.6,218.4,49.0,0.0,,,98.0,82.0,176.0,146.0,,,756.0,,30.0,137.0,,,,,,,,,,,,,,,,12121.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5799.4,,,,,,,,,,,,,,,,,""
2491675664,"30 jun 2019, 5:33:13",Carrera de mañana,Carrera,,5398,"10,07",173.0,96,false,,,activities/2646635487.fit.gz,51.0,,5398.0,4634.0,10074.1,6.9,,350.0,354.0,-10.2,211.0,47.7,0.0,,,101.0,83.0,173.0,139.0,,,678.0,,27.0,96.0,,,,,,,,,,,,,,,,12016.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4698.4,,,,,,,,,,,,,,,,,""
2497317487,"2 jul 2019, 6:44:42",Carrera de mañana,Carrera,,2383,"7,33",159.0,51,false,,,activities/2652630908.fit.gz,51.0,,2383.0,2383.0,7337.9,4.2,,1.0,5.0,3.2,7.6,5.1,0.0,,,97.0,90.0,159.0,143.0,,,354.0,,29.0,51.0,,,,,,,,,,,,,,,,7353.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2229.2,,,,,,,,,,,,,,,,,""
2502929737,"4 jul 2019, 7:41:28",Ciclismo por la mañana,Bicicleta,,5405,"29,17",147.0,22,false,,,activities/2658390698.fit.gz,51.0,,5405.0,5378.0,29178.1,10.5,,121.0,121.0,1.8,29.4,9.3,0.0,,,,,147.0,113.0,,,420.0,,30.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12645.8,,,,,,,,,,,,,,,,,""
2518464633,"9 jul 2019, 16:36:47",Carrera de noche,Carrera,,5772,"14,12",167.0,95,false,,,activities/2674122703.fit.gz,51.0,,5772.0,5753.0,14123.9,6.2,,86.0,89.0,2.2,38.0,22.8,0.0,,,93.0,88.0,167.0,136.0,,,723.0,,30.0,95.0,,,,,,,,,,,,,,,,14393.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353.2,,,,,,,,,,,,,,,,,""
2518478110,"7 jul 2019, 5:12:03",Carrera de mañana,Carrera,,5166,"9,00",169.0,84,false,,,activities/2674118462.fit.gz,51.0,,5166.0,4196.0,9003.1,7.2,,361.0,341.0,6.4,235.0,49.5,0.2,,,97.0,81.0,169.0,137.0,,,610.0,,28.0,84.0,,,,,,,,,,,,,,,,10862.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5231.1,,,,,,,,,,,,,,,,,""
2521353900,"10 jul 2019, 17:40:10",Carrera de noche,Carrera,,2463,"7,01",155.0,51,false,,,activities/2677058553.fit.gz,51.0,,2463.0,2419.0,7009.9,4.8,,66.0,59.0,1.4,41.0,12.5,0.1,,,92.0,88.0,155.0,140.0,,,346.0,,30.0,51.0,,,,,,,,,,,,,,,,7132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5545.9,,,,,,,,,,,,,,,,,""
2523914323,"11 jul 2019, 16:39:05",Carrera de noche,Carrera,,6141,"10,21",159.0,76,false,,,activities/2679675552.fit.gz,51.0,,6141.0,4723.0,10210.8,4.8,,360.0,354.0,8.6,229.6,48.6,0.0,,,98.0,82.0,159.0,131.0,,,658.0,,29.0,76.0,,,,,,,,,,,,,,,,12198.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5835.9,,,,,,,,,,,,,,,,,""
2529609871,"13 jul 2019, 17:33:01",Carrera de noche,Carrera,,2788,"8,11",171.0,84,false,,,activities/2685613213.fit.gz,51.0,,2788.0,2788.0,8113.2,4.8,,60.0,58.0,12.8,66.2,10.5,0.0,,,97.0,89.0,171.0,148.0,,,427.0,,30.0,84.0,,,,,,,,,,,,,,,,8236.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175.9,,,,,,,,,,,,,,,,,""
2543894659,"16 jul 2019, 6:59:43",Carrera de mañana,Carrera,,2441,"7,01",164.0,52,false,,,activities/2700303712.fit.gz,51.0,,2441.0,2424.0,7017.0,3.9,,64.0,60.0,-0.4,37.2,14.7,0.1,,,90.0,86.0,164.0,141.0,,,348.0,,29.0,52.0,,,,,,,,,,,,,,,,7108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807.8,,,,,,,,,,,,,,,,,""
2543901720,"18 jul 2019, 17:17:15",Carrera de noche,Carrera,,6629,"10,60",157.0,54,false,,,activities/2700311630.fit.gz,51.0,,6629.0,4831.0,10604.0,9.9,,365.0,366.0,-10.4,212.0,49.1,-0.1,,,119.0,82.0,157.0,126.0,,,670.0,,27.0,54.0,,,,,,,,,,,,,,,,12775.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,5442.5,,,,,,,,,,,,,,,,,""
2547700585,"19 jul 2019, 18:30:23",Carrera de noche,Carrera,,2326,"7,90",169.0,83,false,,,activities/2704227909.fit.gz,51.0,,2326.0,2326.0,7906.2,6.5,,5.0,7.0,-2.8,1.6,4.5,0.0,,,95.0,92.0,169.0,153.0,,,364.0,,28.0,83.0,,,,,,,,,,,,,,,,7923.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705.1,,,,,,,,,,,,,,,,,""
2604479154,"25 jul 2019, 9:12:07",Carrera a la hora del almuerzo,Carrera,,8720,"6,79",119.0,10,false,,,activities/2763314951.fit.gz,51.0,,8720.0,6092.0,6797.6,10.9,,131.0,186.0,428.4,606.8,46.9,-0.9,,,80.0,52.0,119.0,89.0,,,299.0,,35.0,10.0,,,,,,,,,,,,,,,,7257.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4328.5,,,,,,,,,,,,,,,,,""
2604750589,"30 jul 2019, 17:10:30",Carrera de noche,Carrera,,3995,"10,62",169.0,99,false,,,activities/2763594201.fit.gz,51.0,,3995.0,3786.0,10623.8,5.5,,92.0,94.0,78.0,113.0,20.9,0.0,,,124.0,89.0,169.0,145.0,,,557.0,,28.0,99.0,,,,,,,,,,,,,,,,10862.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.7,,,,,,,,,,,,,,,,,""
2604753724,"1 ago 2019, 17:17:15",Carrera de noche,Carrera,,5001,"6,78",152.0,42,false,,,activities/2763597452.fit.gz,51.0,,5001.0,4384.0,6787.6,5.5,,330.0,329.0,-1.6,215.2,49.0,0.0,,,93.0,77.0,152.0,131.0,,,486.0,,28.0,42.0,,,,,,,,,,,,,,,,8910.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4614.1,,,,,,,,,,,,,,,,,""
2604755342,"3 ago 2019, 18:01:54",Carrera de noche,Carrera,,2439,"8,35",173.0,86,false,,,activities/2763599150.fit.gz,51.0,,2439.0,2439.0,8353.6,4.6,,70.0,71.0,9.4,47.2,6.7,0.0,,,95.0,91.0,173.0,152.0,,,381.0,,29.0,86.0,,,,,,,,,,,,,,,,8433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5606.2,,,,,,,,,,,,,,,,,""
2604758942,"7 ago 2019, 16:17:06",Ciclismo al anochecer,Bicicleta,,5539,"29,02",153.0,26,false,,,activities/2763601802.fit.gz,51.0,,5539.0,5520.0,29028.9,9.5,,121.0,118.0,0.2,28.0,10.6,0.0,,,,,153.0,115.0,,,451.0,,29.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12523.5,,,,,,,,,,,,,,,,,""
2604761335,"8 ago 2019, 17:00:51",Carrera de noche,Carrera,,5354,"10,07",171.0,109,false,,,activities/2763605270.fit.gz,51.0,,5354.0,4646.0,10073.6,3.7,,342.0,333.0,-0.6,220.2,47.8,0.1,,,102.0,81.0,171.0,143.0,,,664.0,,30.0,109.0,,,,,,,,,,,,,,,,11969.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4276.7,,,,,,,,,,,,,,,,,""
2613346365,"12 ago 2019, 15:46:03",Ciclismo por la tarde,Bicicleta,,10745,"48,71",155.0,43,false,,,activities/2772570283.fit.gz,51.0,,10745.0,10211.0,48717.5,11.0,,407.0,412.0,-1.0,158.8,20.7,0.0,,,,,155.0,112.0,,,728.0,,27.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29492.0,,,,,,,,,,,,,,,,,""
2616275644,"13 ago 2019, 17:07:21",Carrera de noche,Carrera,,4263,"11,08",175.0,112,false,,,activities/2775616014.fit.gz,51.0,,4263.0,3984.0,11082.7,3.6,,33.0,35.0,-0.8,12.4,29.1,0.0,,,92.0,87.0,175.0,147.0,,,617.0,,28.0,112.0,,,,,,,,,,,,,,,,11192.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4028.7,,,,,,,,,,,,,,,,,""
2631953040,"16 ago 2019, 16:33:49",Carrera de noche,Carrera,,7120,"10,92",165.0,95,false,,,activities/2791952475.fit.gz,51.0,,7120.0,5469.0,10922.5,3.7,,467.0,461.0,1.6,219.4,49.6,0.0,,,109.0,79.0,165.0,135.0,,,766.0,,30.0,95.0,,,,,,,,,,,,,,,,13569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6807.0,,,,,,,,,,,,,,,,,""
2659513986,"20 ago 2019, 17:06:21",Carrera de noche,Carrera,,4012,"11,30",162.0,97,false,,,activities/2820655534.fit.gz,51.0,,4012.0,3956.0,11303.6,5.9,,70.0,75.0,-4.0,23.2,21.8,0.0,,,94.0,89.0,162.0,144.0,,,564.0,,27.0,97.0,,,,,,,,,,,,,,,,11479.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.5,,,,,,,,,,,,,,,,,""
2659518610,"24 ago 2019, 19:30:46",Carrera nocturna,Carrera,,4306,"9,46",189.0,198,false,,,activities/2820660206.fit.gz,51.0,,4306.0,4107.0,9459.4,5.5,,428.0,222.0,22.2,237.6,44.9,2.2,,,109.0,83.0,189.0,160.0,,,694.0,,28.0,198.0,,,,,,,,,,,,,,,,11717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6490.5,,,,,,,,,,,,,,,,,""
